Datein,FR(m3/dia),BODin (ppm),CODin (ppm),SSin(ppm),pHin,NAmin(ppm),NNin (ppm),Pin (ppm),Colin(ppm),Tin(°C),Condin L1,RF(mm),Pulp(ton/dia),Pap (ton/dia),,Dateout,BODout(ppm),CODout (ppm),SSout(ppm),Colout(ppm),Tout(°C),Condout,FRout(m3/dia)
3/15/2000,57917,272,750,126,"6,98","2,6",,,272,47,1451,"0,0","938,656","910,3",,3/15/2000,82,403,48,82,36,1686,57917
3/16/2000,59122,340,823,242,"10,01","2,7",,,340,47,1755,"0,9","947,567","1050,1",,3/16/2000,89,431,,89,"36,5",1728,59169
3/17/2000,59580,,,236,"8,25","3,8","2,1",,,46,1608,"0,3","958,02","1052,7",,3/17/2000,107,458,,107,37,1687,59596
3/18/2000,63514,329,657,175,"7,25",,,,329,,1715,"23,6","1011,399","1017,3",,3/18/2000,117,346,,117,36,1788,64737
3/19/2000,58380,253,738,84,"6,75",,,,253,,1719,"0,0","1035,804","953,5",,3/19/2000,133,569,,133,36,1640,58380
3/20/2000,59563,278,683,151,"6,57","3,2",,"1,65",278,47,1406,"1,7","923,178","1006,6",,3/20/2000,139,542,,139,36,1564,59651
3/21/2000,61287,273,752,157,"6,88","4,7",,"1,64",273,48,1489,"22,0",1031,1208,,3/21/2000,132,579,,132,36,1548,62427
3/22/2000,55195,277,672,106,"6,98","2,7",,,277,"48,5",1587,"3,5","911,999","1093,8",,3/22/2000,99,406,62,99,36,1557,55376
3/23/2000,53412,286,694,105,"6,74","3,5","1,972",,286,"48,5",1466,"0,0","985,908","1177,3",,3/23/2000,101,521,,101,36,1493,53412
3/24/2000,60586,286,667,74,"7,09","1,9","1,451","1,71",286,48,1427,"26,7","902,781","1132,5",,3/24/2000,95,453,,95,36,1587,61970
3/25/2000,56454,274,696,245,,"3,7",,,274,,1610,"0,0","876,223","1132,3",,3/25/2000,86,611,,86,36,1496,56454
3/26/2000,63909,292,846,147,"6,54",,,,292,,1764,"27,8","1004,345","1087,1",,3/26/2000,80,393,,80,36,1653,65350
3/27/2000,57814,247,727,238,"6,28","3,5","1,972",,247,"48,5",1660,"0,7","1014,854","1052,9",,3/27/2000,82,606,,82,31,1680,57850
3/28/2000,63401,282,832,151,"6,72","1,9","1,451",,282,49,1664,"22,7","997,178","1126,1",,3/28/2000,88,691,,88,"36,5",1654,64578
3/29/2000,59831,303,722,106,"6,4","3,7",,,303,48,1550,"4,5","1014,139",1145,,3/29/2000,105,453,54,105,36,1553,60064
3/30/2000,52320,313,736,197,"7,55","3,3",,,313,"47,5",1244,"2,4","439,344","987,2",,3/30/2000,112,511,,112,"36,5",1340,52444
3/31/2000,57938,262,618,,"6,81","2,6","1,8",,262,46,,"0,1","1112,094","1033,2",,3/31/2000,107,733,,107,36,,57943
4/1/2000,56030,320,712,153,"7,02",,,,320,48,,"0,0","949,461","1117,2",,4/1/2000,68,411,,68,36,,56030
4/2/2000,56710,260,798,210,"6,64",,,,260,,1700,"0,0","988,09","1057,8",,4/2/2000,126,646,,126,36,1367,56710
4/3/2000,56035,291,746,172,"6,72","1,9",,"2,02",291,47,1550,"0,0","936,884","1037,6",,4/3/2000,95,543,,95,36,1732,56035
4/4/2000,57334,356,816,224,"9,6","2,6",,"2,16",356,,1572,"0,0","899,48","804,6",,4/4/2000,113,566,,113,35,1520,57334
4/5/2000,62667,289,741,186,"7,29","5,8",,,289,47,1670,"0,0","896,014","1043,4",,4/5/2000,88,616,95,88,35,1760,62667
4/6/2000,58688,290,815,165,"6,49","4,3",,,290,47,2240,"0,0","1051,987","1097,2",,4/6/2000,104,708,,104,"36,5",2290,58688
4/7/2000,56457,272,776,165,"6,53","5,8",,"2,58",272,48,2220,"0,0","923,274","1012,1",,4/7/2000,120,755,,120,37,2200,56457
4/8/2000,57583,422,804,267,"6,98",,,,422,,2560,"0,1","1006,711","1158,9",,4/8/2000,181,865,,181,35,2180,57588
4/9/2000,58129,203,801,199,"9,12",,,,203,,2990,"0,1","1032,112","1304,8",,4/9/2000,99,756,,99,35,2290,58134
4/10/2000,58217,347,765,209,"6,88","1,4","2,103",,347,48,2460,"0,1","1003,683","1057,8",,4/10/2000,170,557,,170,37,2650,58222
4/11/2000,58734,262,683,161,"7,81","1,35","1,248",,262,"47,5",2470,"0,0","965,163","1042,3",,4/11/2000,120,462,,120,"36,5",2660,58734
4/12/2000,57690,248,673,108,"6,96","4,5",,,248,"46,5",1910,"0,0","861,722","1113,1",,4/12/2000,100,448,15,100,36,2510,57690
4/13/2000,56213,260,587,51,"6,81",,,,260,"48,5",1990,"0,0","867,989","1167,8",,4/13/2000,101,364,,101,36,2410,56213
4/14/2000,60624,254,708,152,"6,71",,"1,772",,254,"48,5",2190,"0,0","880,226","949,9",,4/14/2000,108,393,,108,36,2410,60624
4/15/2000,59640,270,650,111,"7,04",,,,270,,2030,"0,1","957,624","1077,8",,4/15/2000,64,348,,64,35,2220,59645
4/16/2000,61751,251,736,199,"7,31",,,,251,,2220,"0,1","983,375","1036,9",,4/16/2000,89,349,,89,35,2210,61756
4/17/2000,60860,210,686,191,"7,14",,,"2,39",210,46,2000,"0,0","1044,556","1060,6",,4/17/2000,95,357,,95,36,2170,60860
4/18/2000,57659,277,745,,"6,95","5,8",,"1,78",277,"47,5",2310,"17,9","998,112","1066,4",,4/18/2000,77,391,,77,37,2100,58587
4/19/2000,54107,282,760,96,"6,35",,,,282,48,1833,"13,5","998,087","1018,4",,4/19/2000,78,339,66,78,37,1960,54807
4/20/2000,30979,268,513,,"8,18",,,,268,46,2190,"0,0","865,047","903,6",,4/20/2000,94,335,,94,36,1930,30979
4/21/2000,24328,257,612,,"7,1",,,,257,46,2100,"0,1","974,622","1082,9",,4/21/2000,64,290,,64,34,2020,24333
4/22/2000,22124,217,608,,"8,89",,,,217,,2140,"0,1","1015,919","1165,6",,4/22/2000,61,258,,61,33,2160,22129
4/23/2000,21356,189,491,395,"7,67",,,,189,,1913,"0,0","1057,265","1086,4",,4/23/2000,44,254,,44,33,2120,21356
4/24/2000,40442,228,577,183,"8,34",,"7,385",,228,"45,5",1988,"0,1","879,16","1114,9",,4/24/2000,54,251,,54,31,2090,40447
4/25/2000,27122,238,482,248,"7,18","8,4","2,5334",,238,"44,5",1588,"0,0","968,516","1197,2",,4/25/2000,43,170,,43,31,2000,27122
4/26/2000,17931,295,549,,"9,24","2,3",,,295,"42,5",1530,"0,0","423,496","1079,4",,4/26/2000,55,218,,55,30,1731,17931
4/27/2000,24812,291,748,306,"8,3",10,,,291,45,2030,"0,0","1060,423","1114,8",,4/27/2000,54,236,,54,30,2190,24812
4/28/2000,54848,,,,"7,56",,"2,4611",,,47,2330,"0,0","990,269","1032,9",,4/28/2000,,,,,30,2030,54848
4/29/2000,55004,233,631,153,"7,6",,,,233,,1998,"0,0","932,504","1071,3",,4/29/2000,41,211,,41,30,1944,55004
4/30/2000,54388,287,733,215,"7,62",,,,287,,2040,"0,0","1030,584","1115,2",,4/30/2000,44,292,,44,33,2050,54388
5/1/2000,55455,299,762,279,"7,82",,,,299,"48,5",2090,"0,0","875,567","882,8",,5/1/2000,81,379,,81,34,2070,55455
5/2/2000,51650,291,655,169,"10,43",,,,291,"48,5",2190,"0,0","1001,329","972,1",,5/2/2000,101,350,,101,"33,5",2110,51650
5/3/2000,5913,216,455,,"9,88",,,,216,45,2030,"0,0","958,321","1104,8",,5/3/2000,108,358,65,108,35,2080,5913
5/4/2000,30125,257,784,443,"10,31",,,,257,45,2050,"0,0","901,028","917,7",,5/4/2000,87,333,,87,34,2100,30125
5/5/2000,28939,251,663,209,"10,84",,,,251,44,1901,"0,1","938,595","1010,6",,5/5/2000,48,279,,48,33,2080,28944
5/6/2000,41700,248,663,591,"8,26",,,,248,,1731,"2,8","1000,268","1058,1",,5/6/2000,63,294,,63,34,2090,41845
5/7/2000,57080,267,638,259,"7,34",,,,267,,2220,"0,0","1006,777",1110,,5/7/2000,48,237,,48,34,2280,57080
5/8/2000,56720,270,660,142,"7,34",,,,270,45,1931,"0,1","941,26","992,8",,5/8/2000,68,282,,68,33,1942,56725
5/9/2000,57471,322,650,98,"7,52","1,29",,,322,"46,5",1983,"0,6","891,402","931,5",,5/9/2000,75,309,,75,34,2030,57502
5/10/2000,57237,275,651,151,"7,6","2,11",,,275,46,2040,"0,1","1011,813","1072,2",,5/10/2000,87,307,59,87,34,2080,57242
5/11/2000,58425,297,651,244,"7,26","2,69",,,297,"44,5",2040,"0,0","953,318","982,4",,5/11/2000,73,307,,73,34,2060,58425
5/12/2000,56816,223,621,175,"9,68","6,39",,,223,"44,5",1977,"0,0","845,783","994,4",,5/12/2000,61,292,,61,33,2130,56816
5/13/2000,56664,302,743,110,"7,52",,,,302,,2180,"0,0","909,52","1092,2",,5/13/2000,65,343,,65,33,2290,56664
5/14/2000,58200,327,672,338,"7,93",,,,327,,2160,"0,0","1029,456","1126,4",,5/14/2000,60,321,,60,33,2170,58200
5/15/2000,58586,271,699,237,"6,7","6,92",,"1,92",271,,2150,"0,1","990,308",951,,5/15/2000,77,327,,77,33,2290,58591
5/16/2000,55532,291,653,,"6,51","8,37",,"1,93",291,"45,5",1938,"0,0","876,232","1029,7",,5/16/2000,71,283,,71,"34,5",2250,55532
5/17/2000,57656,279,,66,"7,12",,,,279,45,2060,"0,0","984,352","1026,2",,5/17/2000,99,359,76,99,35,2110,57656
5/18/2000,59125,243,621,305,"10,29","4,85",,,243,44,2540,"0,0","723,952",931,,5/18/2000,72,288,,72,34,2360,59125
5/19/2000,60640,196,608,144,"7,43",7,,"1,31",196,42,2540,"0,0","893,538","1128,1",,5/19/2000,60,311,,60,34,2270,60640
5/20/2000,62642,201,649,164,"7,31",,,,201,,3040,"0,1","570,954",1172,,5/20/2000,57,271,,57,32,2560,62647
5/21/2000,58578,223,576,235,"7,28",,,,223,,2890,"0,0","919,787","1098,8",,5/21/2000,100,374,,100,33,2770,58578
5/22/2000,53673,111,352,238,"9,38","2,02","2,512",,111,38,2440,"0,0","202,627",1153,,5/22/2000,103,329,,103,34,2740,53673
5/23/2000,24385,172,339,80,"12,21","1,14",,,172,30,4400,"0,1",0,837,,5/23/2000,87,322,,87,34,2890,24390
5/24/2000,22791,132,330,264,"10,31","1,98",,,132,"31,5",2440,"0,0",0,"751,8",,5/24/2000,59,253,85,59,32,2800,22791
5/25/2000,27642,112,354,363,"11,28",,,,112,30,2450,"0,1",0,"422,4",,5/25/2000,34,213,,34,30,2870,27647
5/26/2000,23048,51,147,41,"7,52",,"1,775",,51,28,1383,"0,1",0,"382,4",,5/26/2000,44,183,,44,"29,5",2870,23053
5/27/2000,26382,41,136,65,"7,4",,,,41,,996,"1,7",0,"615,6",,5/27/2000,52,179,,52,28,2680,26470
5/28/2000,49418,115,396,265,"9,72",,,,115,,1440,"0,0","493,755","722,6",,5/28/2000,46,157,,46,29,2620,49418
5/29/2000,62647,220,494,171,"10,39","5,97",,"1,35",220,"39,5",1930,"0,1","722,314","757,3",,5/29/2000,32,127,,32,27,2330,62652
5/30/2000,60680,273,619,115,"9,14","6,3",,"2,13",273,43,1689,"0,1","662,406","660,2",,5/30/2000,40,162,,40,30,1970,60685
5/31/2000,62375,254,673,261,"7,31","4,96",,,254,"42,2",1223,"6,2","752,551","771,4",,5/31/2000,55,222,46,55,30,1954,62696
6/1/2000,53053,230,517,466,"7,11","2,37",,,230,"41,5",1290,"0,0","620,283","763,8",,6/1/2000,83,276,,83,33,1860,53053
6/2/2000,52484,197,667,214,"6,98","4,19",,"1,8",197,42,1460,"0,2","562,423","698,8",,6/2/2000,99,353,,99,33,1471,52494
6/3/2000,61935,200,563,157,"7,09",,,,200,,1283,"0,0","562,383","719,4",,6/3/2000,100,363,,100,33,1434,61935
6/4/2000,62614,224,574,175,"6,92",,,,224,,1224,"0,1","836,259","816,6",,6/4/2000,89,309,,89,33,1390,62619
6/5/2000,63819,229,477,84,"7,04","2,3","0,82992",,229,42,1204,"0,0","649,554","691,1",,6/5/2000,85,312,,85,33,1346,63819
6/6/2000,55510,128,382,45,"6,59","1,07","0,77064",,128,"39,5",1036,"0,0","594,257","685,3",,6/6/2000,74,317,,74,34,1264,55510
6/7/2000,58544,214,520,218,"7,01","4,85",,,214,42,1290,"0,0","947,123","1064,4",,6/7/2000,57,296,66,57,31,1233,58544
6/8/2000,60542,256,616,155,"7,03","4,83",,,256,48,1798,"0,1","950,79","1101,2",,6/8/2000,66,260,,66,,1218,60547
6/9/2000,62397,228,620,114,"6,8","2,5","0,79872",,228,43,1650,"0,1","823,605","919,5",,6/9/2000,52,289,,52,32,1124,62402
6/10/2000,66381,238,575,144,"7,1",,,,238,,1764,"0,0","967,23",1114,,6/10/2000,74,308,,74,33,1665,66381
6/11/2000,64759,282,647,295,"7,54",,,,282,,1664,"0,0","918,513","1160,7",,6/11/2000,92,363,,92,34,1466,64759
6/12/2000,59940,286,677,215,"6,74",,,"1,33",286,"44,5",1923,"0,0","956,224","1205,7",,6/12/2000,79,373,,79,35,1875,59940
6/13/2000,57955,269,673,148,"6,55","5,41",,"1,48",269,46,1970,"0,0","827,245","934,3",,6/13/2000,80,359,,80,35,1906,57955
6/14/2000,59480,264,670,210,"6,42","5,37",,,264,45,1688,"0,0","888,315","1028,5",,6/14/2000,105,382,79,105,35,1930,59480
6/15/2000,61451,245,579,107,"6,69","3,62",,,245,46,1597,"0,0","816,579","769,9",,6/15/2000,105,384,,105,35,1895,61451
6/16/2000,65132,243,573,220,"6,87","4,07",,"1,58",243,"43,5",1565,"0,0","927,418",906,,6/16/2000,92,357,,92,35,1622,65132
6/17/2000,59962,227,611,54,"7,12",,,,227,,1684,"0,0","963,505",1014,,6/17/2000,88,347,,88,35,1582,59962
6/18/2000,63124,254,644,142,"6,31",,,,254,,1662,"0,1","941,815",947,,6/18/2000,85,340,,85,35,1670,63129
6/19/2000,59946,241,604,122,"6,59","4,1","0,6396",,241,"45,5",1831,"0,0","1004,913","1113,1",,6/19/2000,108,376,,108,34,1886,59946
6/20/2000,58573,270,710,297,"6,67","4,05","1,58808",,270,"45,5",1790,"0,0","927,788",1029,,6/20/2000,103,370,,103,35,1783,58573
6/21/2000,57272,285,727,,"6,81","3,55",,,285,"46,5",1913,"3,5","914,816","1054,1",,6/21/2000,113,360,,113,34,1618,57453
6/22/2000,55128,259,842,,"6,73",,,,259,,1997,"0,0","890,141","871,9",,6/22/2000,92,370,,92,35,1913,55128
6/23/2000,57522,274,717,,"6,67",,,,274,,1850,"0,0","945,337","1115,5",,6/23/2000,106,379,,106,"33,5",1841,57522
6/24/2000,58642,277,697,,"7,03",,,,277,,1893,"0,0","991,112","1088,5",,6/24/2000,105,350,,105,33,1854,58642
6/25/2000,58999,283,650,69,"6,76",,,,283,,1782,"0,0","981,397","1081,8",,6/25/2000,122,418,,122,"33,5",1840,58999
6/26/2000,56157,327,645,129,"6,95","4,07",,"1,74",327,46,2100,"0,0","1074,326","1233,5",,6/26/2000,124,417,,124,34,1939,56157
6/27/2000,55384,330,750,327,"7,37","2,76",,"2,14",330,47,2420,"0,0","980,273","1036,8",,6/27/2000,130,419,,130,33,2030,55384
6/28/2000,52345,297,713,254,"6,93","4,75",,,297,46,2440,"0,0","1062,603","974,1",,6/28/2000,122,405,60,122,33,2100,52345
6/29/2000,53165,269,670,121,"6,67","8,4",,,269,"46,5",2090,"0,0","943,139","1231,9",,6/29/2000,128,411,,128,33,2230,53165
6/30/2000,50033,245,675,252,"6,83","3,41",,"2,12",245,44,1850,"1,4","901,615","1019,6",,6/30/2000,110,408,,110,33,1960,50106
7/1/2000,46702,266,682,130,"7,11",,,,266,,2210,"0,2","911,278","1134,9",,7/1/2000,120,391,,120,31,2070,46712
7/2/2000,56428,297,616,175,"6,58",,,,297,,1810,"0,0","946,196","1143,9",,7/2/2000,105,398,,105,31,2130,56428
7/3/2000,57732,359,772,248,"9,72","2,35","1,797",,359,"46,5",2170,"0,0","784,76","859,2",,7/3/2000,121,404,,121,32,1970,57732
7/4/2000,56213,338,656,185,"7,91","6,77","1,3978",,338,44,1891,"0,0","767,611","893,8",,7/4/2000,122,444,,122,33,1844,56213
7/5/2000,56373,281,657,184,"6,9","6,11",,,281,"46,5",1664,"0,0","999,12","1132,6",,7/5/2000,129,431,50,129,33,1883,56373
7/6/2000,45581,338,684,362,"6,94","6,06",,,338,47,2320,"0,0","931,812","979,4",,7/6/2000,140,414,,140,"32,5",2210,45581
7/7/2000,57697,322,639,120,"7,27","9,2","2,03112",,322,47,1884,"0,0","934,862","1139,3",,7/7/2000,130,416,,130,32,2010,57697
7/8/2000,56570,351,749,152,"7,2",,,,351,,2140,"0,0","999,338","1054,9",,7/8/2000,120,408,,120,31,2120,56570
7/9/2000,56789,359,777,177,"7,04",,,,359,,2280,"0,0","968,907","1002,8",,7/9/2000,121,416,,121,33,2090,56789
7/10/2000,58288,326,769,190,"10,82","6,92",,14,326,"46,5",2260,"0,0","898,964","778,1",,7/10/2000,124,476,,124,33,1970,58288
7/11/2000,59142,412,854,387,"9,91","4,7",,"0,88",412,"45,5",1797,"0,0","932,829","935,8",,7/11/2000,137,443,,137,33,1944,59142
7/12/2000,58169,428,924,373,"6,93",3,,,428,"46,5",1920,"0,0","977,095","1016,2",,7/12/2000,132,427,57,132,33,2090,58169
7/13/2000,57096,357,712,132,"7,28","2,89",,,357,46,1955,"0,0","953,757","979,1",,7/13/2000,150,421,,150,30,2010,57096
7/14/2000,56897,292,728,138,"7,36","3,03",,"1,22",292,46,2310,"0,0","978,158","953,5",,7/14/2000,127,411,,127,31,2330,56897
7/15/2000,57336,306,864,186,"7,48",,,,306,,2200,"10,7","935,739","1050,5",,7/15/2000,125,405,,125,32,2280,57891
7/16/2000,56134,366,652,126,"7,76",,,,366,,2100,"15,7","794,473","1060,4",,7/16/2000,143,415,,143,32,2270,56948
7/17/2000,51426,346,775,343,"9,01","2,32","2,2994",,346,"42,5",2150,"0,0","961,836","1060,7",,7/17/2000,112,448,,112,30,2260,51426
7/18/2000,48168,367,762,202,"7,6","3,18","2,4617",,367,45,2380,"0,0","864,555","920,6",,7/18/2000,141,424,,141,29,2300,48168
7/19/2000,53069,374,736,71,"7,33","0,198",,,374,45,2080,"0,2","986,222","982,5",,7/19/2000,122,425,62,122,28,2130,53079
7/20/2000,54836,350,789,196,"7,46",0,,,350,45,2260,"0,1","979,825","1013,2",,7/20/2000,133,452,,133,28,2310,54841
7/21/2000,54445,336,881,217,"7,48","0,0258","0,6864",,336,44,2240,"0,0","912,086","939,1",,7/21/2000,147,476,,147,29,2270,54445
7/22/2000,53288,333,801,210,"7,54",,,,333,,2060,"3,1","856,58","991,4",,7/22/2000,147,498,,147,31,2320,53449
7/23/2000,57714,339,691,301,"7,58",,,,339,,1990,"24,2","1047,052","1083,9",,7/23/2000,165,470,,165,32,1230,58968
7/24/2000,53996,354,804,169,"7,24",0,,"1,05",354,46,2360,"0,0","1027,364",1096,,7/24/2000,155,445,,155,31,2150,53996
7/25/2000,52516,341,765,126,"7,09",0,,"1,18",341,"45,5",2400,"0,1","944,458",988,,7/25/2000,154,437,,154,32,2280,52521
7/26/2000,53693,358,743,135,"7,33",0,,,358,46,2250,"0,0","1017,521","1078,1",,7/26/2000,159,500,53,159,32,2330,53693
7/27/2000,52215,367,751,250,"7,44","0,149",,,367,"46,5",2150,"0,1","1024,428","1077,7",,7/27/2000,159,476,,159,32,2230,52220
7/28/2000,53216,324,751,145,"7,38","0,192",,"1,54",324,"46,5",2160,"0,0","930,5","945,4",,7/28/2000,150,478,,150,32,2390,53216
7/29/2000,51561,344,701,96,"7,36",,,,344,,2230,"0,0","974,12","1062,5",,7/29/2000,137,446,,137,32,2340,51561
7/30/2000,51654,303,703,105,"7,29",,,,303,,2290,"0,0","1012,093","1061,8",,7/30/2000,124,411,,124,31,2270,51654
7/31/2000,51662,324,689,118,"7,28","0,26","0,7488",,324,"45,5",1992,"0,0","1045,322","937,2",,7/31/2000,147,451,,147,32,1971,51662
